,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
1181,Italy,"Aromas suggesting dried rose petal, woodland berry, chopped mint and kitchen spice come together on this. The tight palate isn't quite as expressive as the nose, offering sour cherry, tart cranberry and a hint of clove alongside bracing tannins that grip the finish.",Montersino,88,50,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Bel Colle 2013 Montersino  (Barbaresco),Nebbiolo,Bel Colle
1182,Australia,"Beyond a hint of stuck flint on the nose, this offers clean, varietally correct aromas and flavors of white nectarine, grapefruit and gooseberry. It's nicely balanced in the middle of the spectrum, offering a harmonious mix of stone fruit and citrus.",Beacon Hill,88,13,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Beresford 2014 Beacon Hill Sauvignon Blanc (South Australia),Sauvignon Blanc,Beresford
1183,Italy,"Underbrush, singed earth, mature dark-skinned fruit and a balsamic note emerge in the glass. The ripe, firm palate shows mocha, black raspberry and licorice as well as a slightly green note of raw sage. A backbone of bracing tannins provides the tight framework.",Margheria,88,49,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Boasso 2012 Margheria  (Barolo),Nebbiolo,Boasso
1184,Italy,"This opens with aromas of oak, toast and espresso that carry over to the firmly structured palate along with herb and dried black cherry. Austere tannins clench the finish.",I Tre Pais,88,50,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Broccardo 2012 I Tre Pais  (Barolo),Nebbiolo,Broccardo
1185,Portugal,"A rich full wine that has swathes of black fruits. It has a dry core around which there are generous fruits and the right amount of acidity. Perfumed, ripe and concentrated, this is ready to drink now.",Herdade dos Machados Reserva,88,19,Alentejo,,,Roger Voss,@vossroger,Casa Agricola Santos Jorge 2012 Herdade dos Machados Reserva Red (Alentejo),Portuguese Red,Casa Agricola Santos Jorge
1186,France,"This tangy wine has attractive acidity and a tightly coiled mineral texture. Apple and lemon flavors shoot right through the bright, crisp texture. Drink from 2017.",,88,14,Burgundy,Mâcon-Villages,,Roger Voss,@vossroger,Cave des Vignerons de Buxy 2014  Mâcon-Villages,Chardonnay,Cave des Vignerons de Buxy
1187,Turkey,"From a winery that specializes in this rare variety, this single varietal Papaskarasi has a nose of cherry, strawberry and freesia. It is bright on entry, and then smooth tannins and a sense of coolness take over the palate among flavors of cherry, menthol, cranberry and juniper berry.",,88,20,Thrace,,,Mike DeSimone,@worldwineguys,Chamlija 2014 Papaskarasi (Thrace),Papaskarasi,Chamlija
1188,France,"From vines in the northern part of the appellation, this ripe wine conveys peaches and apricots laced with lime. A vibrant, mineral wine with swathes of fresh acidity, it can be drunk now.",,88,28,Burgundy,Saint-Véran,,Roger Voss,@vossroger,Château de Fuissé 2014  Saint-Véran,Chardonnay,Château de Fuissé
1189,France,"This rich wine is full and has a good balance of acidity and fruit. The lightly mineral texture gives bite and crispness. It is still a young, tight wine needing another few months. Drink from 2017.",,88,70,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Château de Santenay 2014  Chassagne-Montrachet,Chardonnay,Château de Santenay
1190,US,"Crisp green-apple freshness blends with hints of butter and vanilla for a nicely balanced, un-oaky, medium-bodied wine at a very reasonable price.",,88,13,California,California,California Other,Jim Gordon,@gordone_cellars,Chime 2013 Chardonnay (California),Chardonnay,Chime
1191,France,"Spicy, fruity and attractive, this balanced wine has acidity, tight minerality, yellow fruits and a richer texture. Full bodied and generous, it will age well. Drink from 2017.",Vers Cras,88,40,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Christophe Cordier 2014 Vers Cras  (Pouilly-Fuissé),Chardonnay,Christophe Cordier
1192,France,"Made to be drunk young, this is a soft, ripe and fruity wine. It has a juicy blackberry flavor, plenty of acidity and a soft, smooth aftertaste. Drink from 2017.",Aramis Rouge Tannat-Syrah,88,10,France Other,Vin de France,,Roger Voss,@vossroger,Famille Laplace 2015 Aramis Rouge Tannat-Syrah Tannat-Syrah (Vin de France),Tannat-Syrah,Famille Laplace
1193,Argentina,"Olive, saucy berry and a sense of rawness on the nose drive this Malbec towards a solid but slightly scratchy feeling palate. Plum, blackberry and minty oak flavors are short and lightly herbal, while this ends without much force.",,88,16,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Finca Lalande 2015 Malbec (Mendoza),Malbec,Finca Lalande
1194,Argentina,"Rubbery, gaseous initial aromas give way to piquant red-fruit notes. This feels lean, racy and very high in acidity. Limited flavors of currant, tomato and salty red plum finish with herbal notes and persistent saltiness as well as abrasive acidity.",Appellation Gualtallary,87,40,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Altos Las Hormigas 2013 Appellation Gualtallary Malbec (Mendoza),Malbec,Altos Las Hormigas
1195,Argentina,"Leathery aromas of horseradish and stewed berries lead to a rooty, syrupy palate. Flavors of cola, chocolate and raisin are creamy as a whole. This tastes ripe on the finish, with raisin and oxidized notes. This Merlot-Cabernet-Malbec blend has its strong points but comes across baked and raisiny.",Calcura,87,20,Mendoza Province,Vista Flores,,Michael Schachner,@wineschach,Antucura 2011 Calcura Red (Vista Flores),Bordeaux-style Red Blend,Antucura
1196,US,"Though aged in neutral oak, this wine opens with scents and flavor hints of toast and butter. The fruit is clean and generic, like a fresh apple, but the mouthfeel lacks life and fades into a flat finish. Drink up.",,87,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Aubichon Cellars 2014 Chardonnay (Willamette Valley),Chardonnay,Aubichon Cellars
1197,Italy,"This opens with aromas of menthol, coconut, oak, overripe black cherry, leather and exotic spice. The bracing palate shows dried black cherry, clove, ground pepper and a green note of powdered sage alongside assertive grainy tannins.",Serragrilli,87,90,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Battaglio 2013 Serragrilli  (Barbaresco),Nebbiolo,Battaglio
1198,Australia,"At less than 13% abv, this is on the lighter side of the Rhône white spectrum, offering simple pear and toasted marshmallow aromas and flavors that finish lean and crisp.",B Minor,87,25,Victoria,Goulburn Valley,,Joe Czerwinski,@JoeCz,Ben Haines 2015 B Minor Marsanne-Roussanne (Goulburn Valley),Marsanne-Roussanne,Ben Haines
1199,Australia,"This is plump and custardy in feel, but still refreshing thanks to bright apple and lime aromas and flavors. It's more citrus than apple on the crisp finish.",Beacon Hill,87,13,South Australia,South Australia,,Joe Czerwinski,@JoeCz,Beresford 2014 Beacon Hill Pinot Grigio (South Australia),Pinot Grigio,Beresford
1200,Germany,"Whiffs of sugar cookies and raspberries entice on this consistently pleasing bargain buy. Fruity and floral and a just shade off dry, its an easygoing wine but with a depth beyond what one might presume from its cheeky packaging. Finishes on a lingering white peach note.",Original,87,10,Pfalz,,,Anna Lee C. Iijima,,Blue Fish 2015 Original Riesling (Pfalz),Riesling,Blue Fish
1201,France,"Fresh, crisp and fruity, this is an immediately drinkable wine. It has great freshness, lively acidity and perfumed apple fruitiness. The acidity cuts through brightly and leaves a vibrant, textured aftertaste.",,87,32,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Bouchard Père & Fils 2014  Pouilly-Fuissé,Chardonnay,Bouchard Père & Fils
1202,US,"There's a solid concentration of red and black berries to the nose of this wine, with tar and soy sauce giving depth. Solid tannic grip on the palate offers support to the array of dark cherry and blackberry alongside sandalwood and smoke.",,87,26,Texas,Texas,,Alexander Peartree,,Brennan 2014 Tempranillo (Texas),Tempranillo,Brennan
1203,US,"This wine is very good in a ripe, almost-sweet style. It smells and tastes like blackberry pie, has full fruit flavors and a smooth, rich texture without noticeable tannins.",California Series,87,14,California,California,California Other,Jim Gordon,@gordone_cellars,Cambridge & Sunset 2014 California Series Zinfandel (California),Zinfandel,Cambridge & Sunset
1204,Portugal,"Syrah, Castelão and Aragonez go into the blend of this rich juicy wine. It is so soft and ripe, just hinting at tannins and with red-berry fruit. The wine is round and smooth, ready to drink.",Cascas Winemaker Selection,87,10,Lisboa,,,Roger Voss,@vossroger,Casca Wines 2015 Cascas Winemaker Selection Red (Lisboa),Portuguese Red,Casca Wines
1205,Italy,"This offers aromas suggesting cherries marinated in spirits, underbrush and a whiff of camphor while the firm but rather lean palate offers grilled herb, licorice and a note of sour cherry. Astringent tannins grip the finish.",Rocche di Castelletto,87,75,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Cascina Chicco 2012 Rocche di Castelletto  (Barolo),Nebbiolo,Cascina Chicco
1206,US,"There's a touch (17%) of new oak here, which adds flavors of caramel and vanilla to the rather tart and simple fruit. It falls into the generic yellow/green apple style, with hints of arugula.",Apreciação Estate Vineyard,87,35,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Coelho 2014 Apreciação Estate Vineyard Chardonnay (Willamette Valley),Chardonnay,Coelho
1207,Italy,"Truffle, underbrush, new leather and chopped herb aromas slowly emerge in the glass. The bright, elegantly structured palate delivers tart cherry, licorice and tobacco alongside vibrant acidity and tightly wound noble tannins. It's still youthfully austere so give it time to develop. Drink 2023–2033.",Bussia Dardi Le Rose,93,80,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Poderi Colla 2013 Bussia Dardi Le Rose  (Barolo),Nebbiolo,Poderi Colla
1208,Portugal,"Old vines, many up to 80-years-old, supply the grapes that were fermented in traditional granite lagars for a ripe jammy character in this powerful wine. It has solid tannins and great acidity, both of which will allow the wine to age. Drink this impressive wine from 2020.",Reserva,93,55,Douro,,,Roger Voss,@vossroger,Quinta da Foz 2016 Reserva Red (Douro),Portuguese Red,Quinta da Foz
1209,US,"This is an assertive, flavorful and robust wine, with a medium to full body, a mouthfilling texture and fine-beaded bubbles. A creamy viscosity and wonderful layers of butter, apple, vanilla and ginger make for a delicious palate.",Estate Bottled Brut,93,24,California,Anderson Valley,,Jim Gordon,@gordone_cellars,Roederer Estate NV Estate Bottled Brut Sparkling (Anderson Valley),Sparkling Blend,Roederer Estate
1210,US,"Black in color, this heavy concentrated wine is thick in black pepper and clove, with underlying streaks of cedar. Well structured, it unfurls depths of black cherry, currant and vanilla as it develops in the glass, finishing a full bodied as it started.",Reserve,93,52,California,Alexander Valley,Sonoma,Virginie Boone,@vboone,St. Francis 2014 Reserve Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,St. Francis
1211,US,"This blend works in commingling 58% Cabernet Sauvignon, 17% Merlot, 17% Cabernet Franc and 4% each of Malbec and Petit Verdot, all from the producer's vineyard. Caramel sparks a richness against which herbal, woody tannins speak. The body expansive and full, and the finish awash in spicy clove.",Vermejo Deux Chevaux Vineyard,93,115,California,Yountville,Napa,Virginie Boone,@vboone,Tamber Bey 2014 Vermejo Deux Chevaux Vineyard Red (Yountville),Bordeaux-style Red Blend,Tamber Bey
1212,US,"Dark purple flowers and tart boysenberry paste show on the nose of this intensely concentrated wine, alongside pencil shavings, bay lead and a lot of iron minerality. More bay leaf and pine needle show on the herbally full and texturally grippy palate, giving minty spice to the dark fruit flavors.",Dierberg,93,60,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Tantara 2015 Dierberg Pinot Noir (Santa Maria Valley),Pinot Noir,Tantara
1213,US,"Dark and deep aromas of black cherry, clove, allspice, black pepper and char make for a hearty impression on this appellation blend. The palate is also rich and powerful, its thick mouthfeel showing black cherry, cocoa, vanilla and a touch of asphalt. A rocky minerality and minty finish complete the experience.",,93,40,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Westerly 2013 Pinot Noir (Sta. Rita Hills),Pinot Noir,Westerly
1214,US,"Complex and composed, this vineyard-designate wine is brightly decorated in flavors of grapefruit pith and lemon zest, with zippy acidity. As it develops in the glass, richer elements of peach and apricot flesh out the palate with succulent aplomb.",Dry Stack Vineyard,93,55,California,Bennett Valley,Sonoma,Virginie Boone,@vboone,Aesthete 2016 Dry Stack Vineyard Sauvignon Blanc (Bennett Valley),Sauvignon Blanc,Aesthete
1215,Portugal,"This estate whose name means four winds is in the Douro Superior, the easternmost part of the Douro region. It is intensely rich and solid—a classic blend for the region with a dominance of Touriga Nacional and Touriga Franca, aged in wood and with plenty more aging ability. This black-fruit-flavored wine will be best from 2020.",Quinta dos Quatros Ventos,93,28,Douro,,,Roger Voss,@vossroger,Bacalhôa Wines of Portugal 2014 Quinta dos Quatros Ventos Red (Douro),Portuguese Red,Bacalhôa Wines of Portugal
1216,US,"From the Barton family's estate vineyard, this is a very dark Syrah with aromas of blackberry, balsamic, lavender and thyme flowers. There's a rich blueberry flavor at the core of the palate, where cocoa shavings, tense tannins and a lilac florals combine for a multi-layered wine.",Paradise City,93,60,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Barton 2013 Paradise City Syrah (Paso Robles Willow Creek District),Syrah,Barton
1217,Italy,"Alluring aromas of dark-skinned berry, exotic spice and an earthy note of tilled soil come together in the glass. The elegant, structured palate delivers red currant, Marasca cherry and star anise alongside bright acidity and refined tannins. It's well balanced and delicious. Drink through 2022.",Piano Alto,93,33,Piedmont,,,Kerin O’Keefe,@kerinokeefe,Bava 2014 Piano Alto Barbera,Barbera,Bava
